loan_id,offer_id,borrower_id,lender_id,funded_amount,apr,term_months,funded_date,origination_fee_pct,origination_fee_amount
loan_d0395e3d8dc4,off_c069d50dca7c,brw_8427e7d24d9a,lnd_eb741dcfd1a0,11526.05,0.1175,36,2026-01-09,0.022,253.57
loan_8d710d9d0e2c,off_58db2a89025c,brw_60949847fc01,lnd_abf7ad1fc508,28136.64,0.2248,24,2026-09-03,0.045,1266.15
loan_8080fe647854,off_dae11877c5d2,brw_19078e2bf01b,lnd_f0806e150f18,23940.45,0.1582,36,2026-09-17,0.032,766.09
loan_9349546bbe1d,off_71a54c584bdc,brw_b876d0ce6571,lnd_035d3bde8267,8833.01,0.0952,36,2025-11-02,0.018,158.99
loan_d9d022b0402e,off_bfe16a760168,brw_13f223470708,lnd_abf7ad1fc508,8579.88,0.3012,12,2025-12-04,0.045,386.09
loan_c382a6f400ef,off_a4a6ef6d9394,brw_771a5249e407,lnd_2e2adcc3d662,24561.3,0.1638,36,2026-08-17,0.028,687.72
loan_2e1a6f3b91c9,off_7e7fafbf359c,brw_76caddb64d26,lnd_54a37531f7e5,11520.99,0.0818,48,2025-10-14,0.015,172.81
loan_8f5d5a8c796d,off_8afc7f860398,brw_d8aca1efaa76,lnd_68d1bb39a009,6929.88,0.186,24,2026-01-10,0.03,207.9
loan_aa40b7e52963,off_2205ca394838,brw_028fa63ea992,lnd_abf7ad1fc508,18609.99,0.2434,48,2026-04-27,0.045,837.45
loan_6c43cf7f5000,off_f8e2fffb13c9,brw_60c688df5f02,lnd_035d3bde8267,13246.71,0.0949,60,2026-03-22,0.018,238.44
loan_f25169dc1afd,off_0532a16311a0,brw_1e27076ce1f0,lnd_f0806e150f18,26645.29,0.1612,48,2026-03-22,0.032,852.65
loan_8d7f8a48d15d,off_bce92fdba9ef,brw_1e27076ce1f0,lnd_abf7ad1fc508,8669.97,0.2318,24,2026-08-08,0.045,390.15
loan_b13136ff382f,off_d9e8f9546e4a,brw_99735ebde0b3,lnd_54a37531f7e5,5847.75,0.1024,48,2026-04-12,0.015,87.72
loan_f0af78de6679,off_9be25be1924f,brw_23cdfeee6be6,lnd_eb741dcfd1a0,10453.43,0.1397,36,2026-08-26,0.022,229.98
loan_9db55d62ba75,off_4783427caada,brw_3c6262ed5aa4,lnd_54a37531f7e5,7016.79,0.0841,48,2026-05-06,0.015,105.25
loan_d047307c8abb,off_d79549ae8c87,brw_d1079b5ba95d,lnd_ebd3fcc47db6,14820.64,0.0927,60,2026-04-18,0.02,296.41
loan_24981b8f429b,off_d317431dcb50,brw_d1079b5ba95d,lnd_f0806e150f18,28095.29,0.1268,48,2026-07-05,0.032,899.05
loan_166eb235ff67,off_14e0cd743f50,brw_042fa686fae0,lnd_2e2adcc3d662,15141.29,0.178,24,2026-06-17,0.028,423.96
loan_6872ec378ebb,off_aac8238a7965,brw_042fa686fae0,lnd_40648b57da4a,30214.46,0.295,48,2026-08-20,0.04,1208.58
loan_725f81310cfe,off_92633af982ca,brw_3c29ed126421,lnd_68d1bb39a009,7472.41,0.1902,24,2026-04-21,0.03,224.17
loan_8bf4d9eb9404,off_2ab074902cdb,brw_3c29ed126421,lnd_f0806e150f18,4374.76,0.1472,24,2026-08-11,0.032,139.99
loan_a73df9d59607,off_a5bf9adb7f58,brw_dbe574af0ed4,lnd_54a37531f7e5,8990.79,0.1007,36,2026-04-08,0.015,134.86
loan_1f28b604af79,off_41a711d1ceee,brw_fe0048152586,lnd_40648b57da4a,20342.53,0.2238,60,2026-09-09,0.04,813.7
loan_0090e468a302,off_82ce633d0824,brw_fe0048152586,lnd_40648b57da4a,3563.12,0.2147,36,2026-07-13,0.04,142.52
loan_16710a2826f3,off_d4a39962598c,brw_08cd64a79181,lnd_40648b57da4a,23874.21,0.2785,48,2026-06-11,0.04,954.97
loan_0d0218c2a8d7,off_72e63b6dd6a3,brw_08cd64a79181,lnd_f0806e150f18,6840.58,0.1227,60,2026-01-15,0.032,218.9
loan_cb47abc895df,off_e0609ef3c1d8,brw_81fb74338b02,lnd_40648b57da4a,29413.13,0.3486,24,2026-01-08,0.04,1176.53
loan_7a78c6fc83b0,off_ef1591d3dfbc,brw_81fb74338b02,lnd_f0806e150f18,29679.56,0.1957,36,2026-08-20,0.032,949.75
loan_92dfc8206d79,off_3bf183f39a2c,brw_81fb74338b02,lnd_68d1bb39a009,25296.73,0.1424,36,2026-01-24,0.03,758.9
loan_49dcdfc48072,off_0bf575f2b870,brw_2b5b4fd5034d,lnd_035d3bde8267,23556.32,0.0658,36,2026-09-12,0.018,424.01
loan_b9d0801f4416,off_a7735210d147,brw_cf7728533189,lnd_abf7ad1fc508,11614.77,0.231,36,2026-08-17,0.045,522.66
loan_a03257ceca0b,off_d8f380991e20,brw_d5f9aa7d9b73,lnd_40648b57da4a,17421.21,0.2563,36,2026-03-16,0.04,696.85
loan_cc9021c3a6fe,off_77ca70d01795,brw_7c32d1764751,lnd_5201a46cec3a,36522.87,0.1545,36,2026-06-20,0.025,913.07
loan_34a660fed252,off_1d3bcb42749f,brw_ceb31594deb8,lnd_f0806e150f18,19775.88,0.1475,60,2026-08-25,0.032,632.83
loan_4a338e8224ea,off_f7ae8362bff2,brw_1cb88c45a23e,lnd_abf7ad1fc508,26350.73,0.3321,48,2026-07-01,0.045,1185.78
loan_ac3647fefbc6,off_991dab7d06f6,brw_16899edbe5fa,lnd_f0806e150f18,5237.75,0.1938,12,2025-10-17,0.032,167.61
loan_8d9e9f10387f,off_dfd6cb897362,brw_16899edbe5fa,lnd_68d1bb39a009,4865.69,0.2192,36,2025-09-05,0.03,145.97
loan_7fd7110f680b,off_08d6d17dccdc,brw_615c04c9be3c,lnd_54a37531f7e5,7527.72,0.0951,36,2026-08-20,0.015,112.92
loan_d2e99f9fd2c1,off_100dc6490194,brw_615c04c9be3c,lnd_eb741dcfd1a0,17388.88,0.1438,60,2026-09-06,0.022,382.56
loan_0aebc816929e,off_336cc06ac2be,brw_cd3083bcbb6a,lnd_abf7ad1fc508,29671.82,0.32,48,2026-05-16,0.045,1335.23
loan_3632ab038ebb,off_4cb05344a0ac,brw_b0c1c01f8a20,lnd_f0806e150f18,15112.23,0.1592,12,2026-04-24,0.032,483.59
loan_1a53f1f288d2,off_0282498b0022,brw_b24944cb7e1f,lnd_54a37531f7e5,35133.12,0.1,24,2026-03-21,0.015,527.0
loan_f3e11dc9077b,off_93dd72168670,brw_b24944cb7e1f,lnd_2e2adcc3d662,13414.67,0.1425,24,2026-03-21,0.028,375.61
loan_334c28a4b84b,off_6dc1879cd980,brw_b24944cb7e1f,lnd_5201a46cec3a,7324.27,0.1508,24,2026-06-25,0.025,183.11
loan_31949789901d,off_313780457b1e,brw_2334944c2753,lnd_68d1bb39a009,16409.03,0.1881,12,2026-03-02,0.03,492.27
loan_a7656fe63821,off_4ac40e00405f,brw_c0ab26884d81,lnd_2e2adcc3d662,30093.02,0.1513,36,2026-07-22,0.028,842.6
loan_f8e4c684fb49,off_fd6f784e1376,brw_8880df7af1af,lnd_eb741dcfd1a0,17536.37,0.1253,48,2026-06-29,0.022,385.8
loan_cff620ca7175,off_240de7daf079,brw_8880df7af1af,lnd_5201a46cec3a,12493.11,0.1137,36,2026-03-21,0.025,312.33
loan_b742f0e2183a,off_7e703d7cc2f3,brw_8880df7af1af,lnd_54a37531f7e5,29915.59,0.0852,24,2026-02-20,0.015,448.73
loan_5dafc763cdc1,off_e188cd5d4de7,brw_dc8463c93421,lnd_40648b57da4a,23963.87,0.2492,36,2025-12-15,0.04,958.55
loan_c8ebea928959,off_462be6a68d44,brw_bce07bccd1f2,lnd_eb741dcfd1a0,7235.66,0.1408,48,2026-03-08,0.022,159.18
loan_6fe945928dce,off_713cfeebe839,brw_0cca3d60ad66,lnd_abf7ad1fc508,5786.73,0.235,24,2026-04-29,0.045,260.4
loan_2062b37dbcde,off_4a07193adcf0,brw_0cca3d60ad66,lnd_54a37531f7e5,22934.66,0.1244,12,2026-06-02,0.015,344.02
loan_3a3559fa173b,off_d4384d6b84be,brw_66b28fed96e0,lnd_f0806e150f18,3053.49,0.1532,36,2026-09-10,0.032,97.71
loan_d275e4f3fad9,off_1a8cb7c9a244,brw_8ae900e78e89,lnd_eb741dcfd1a0,10081.45,0.1228,48,2026-05-30,0.022,221.79
loan_fcdc3898a7b5,off_a6dd4ca8305e,brw_3b50531b3b24,lnd_abf7ad1fc508,29797.3,0.2729,36,2026-06-20,0.045,1340.88
loan_4ffa1e5a5b4b,off_b4e65ddf105e,brw_45429c3110db,lnd_5201a46cec3a,16158.83,0.1215,48,2026-09-19,0.025,403.97
loan_e91b255e3988,off_482a0746d947,brw_a1d3a0fb13c5,lnd_ebd3fcc47db6,8955.58,0.0857,36,2026-09-07,0.02,179.11
loan_7554a6af5d5f,off_bc07f447086e,brw_a1d3a0fb13c5,lnd_f0806e150f18,12322.1,0.2093,24,2026-06-13,0.032,394.31
loan_407b1505712b,off_ab1a22b9302d,brw_4b156144ba54,lnd_eb741dcfd1a0,26008.67,0.1455,36,2026-06-24,0.022,572.19
loan_ce48013aab3b,off_1af10b1b7a7e,brw_0ca9e76c48eb,lnd_abf7ad1fc508,28486.36,0.2716,24,2026-08-10,0.045,1281.89
loan_aedb8c11aa44,off_a2685691a402,brw_0ca9e76c48eb,lnd_2e2adcc3d662,11449.86,0.1514,48,2026-08-05,0.028,320.6
loan_90eb8ee0395d,off_b70281ce9674,brw_c9da8f422a20,lnd_40648b57da4a,28903.22,0.2105,60,2026-05-20,0.04,1156.13
loan_e28b3a783df4,off_f98e966ca1fe,brw_c9da8f422a20,lnd_2e2adcc3d662,17913.4,0.2061,48,2026-05-15,0.028,501.58
loan_c9e7e30d9857,off_1b4e8cc05f82,brw_ffaf09da9589,lnd_5201a46cec3a,20823.78,0.16,12,2026-08-19,0.025,520.59
loan_d145db2608df,off_23b1db18898c,brw_9cf19a1e6bc6,lnd_40648b57da4a,24322.2,0.3542,48,2026-03-30,0.04,972.89
loan_fc1b63c7ee6f,off_5c8a2d61d7af,brw_59b575dbb417,lnd_2e2adcc3d662,16565.78,0.1429,60,2026-02-19,0.028,463.84
loan_34d39e3112e7,off_bae07141554c,brw_98458705696b,lnd_54a37531f7e5,2893.62,0.0945,48,2026-02-27,0.015,43.4
loan_8faf0f37343c,off_660bd66cd28d,brw_98458705696b,lnd_40648b57da4a,7002.67,0.3027,36,2026-03-20,0.04,280.11
loan_0f43674ba86a,off_5cf9d6e3fb87,brw_3ef10e5f5177,lnd_abf7ad1fc508,6663.08,0.3381,36,2026-08-20,0.045,299.84
loan_0f889282afc2,off_17b667a5e349,brw_3ef10e5f5177,lnd_54a37531f7e5,5826.01,0.0976,36,2026-09-01,0.015,87.39
loan_9444b04b1f5a,off_5ff841fc47f9,brw_3ef10e5f5177,lnd_ebd3fcc47db6,19811.8,0.0618,48,2026-07-26,0.02,396.24
loan_938d34460124,off_2f1f699010dc,brw_9acabeeefa47,lnd_035d3bde8267,23270.22,0.1098,24,2026-08-31,0.018,418.86
loan_ebc490cf2422,off_26a8e4ce15ff,brw_9acabeeefa47,lnd_abf7ad1fc508,11584.29,0.255,24,2025-09-02,0.045,521.29
loan_83cd1debe1df,off_033036e6d649,brw_9acabeeefa47,lnd_ebd3fcc47db6,16854.34,0.0815,60,2026-01-17,0.02,337.09
loan_8dcf59778de4,off_a92491a12e2b,brw_907c95be8157,lnd_eb741dcfd1a0,12115.48,0.1022,36,2026-03-06,0.022,266.54
loan_6083df93d1bb,off_c93f59b124d3,brw_6c612ea38d9d,lnd_f0806e150f18,22681.85,0.1879,48,2026-04-03,0.032,725.82
loan_a7336e00eb48,off_c57d0f05ea8f,brw_d8462c8da840,lnd_54a37531f7e5,9293.48,0.0961,36,2026-07-24,0.015,139.4
loan_630e21c958a1,off_7353c76e40fe,brw_04e9718a641f,lnd_5201a46cec3a,10865.94,0.1436,36,2026-04-19,0.025,271.65
loan_972b5006b835,off_66a168d0924d,brw_9095cf54dfe5,lnd_f0806e150f18,18947.45,0.1276,36,2026-09-17,0.032,606.32
loan_ba04639575d9,off_9ab88280bf9f,brw_358118c16705,lnd_eb741dcfd1a0,3943.79,0.0998,36,2025-06-19,0.022,86.76
loan_e168f9eb6fc6,off_b3c29180c0ec,brw_358118c16705,lnd_eb741dcfd1a0,28226.09,0.096,48,2026-06-04,0.022,620.97
loan_eca9dddd5797,off_5e929110837c,brw_241bddda636e,lnd_abf7ad1fc508,11106.63,0.3047,48,2025-10-23,0.045,499.8
loan_606e959c2ed3,off_0601f902adf9,brw_866104f24486,lnd_eb741dcfd1a0,7392.48,0.1167,48,2026-09-17,0.022,162.63
loan_83ed5a56a0e4,off_dab91450219d,brw_76f6f54d945a,lnd_f0806e150f18,8177.46,0.1258,48,2026-04-10,0.032,261.68
loan_e7319e6cdf36,off_f605ae74531a,brw_76f6f54d945a,lnd_2e2adcc3d662,26365.73,0.1519,60,2026-07-07,0.028,738.24
loan_eebb074a1d09,off_02d956484299,brw_76f6f54d945a,lnd_f0806e150f18,10927.44,0.1346,24,2026-04-09,0.032,349.68
loan_1c72f323ea53,off_ca2ea7fd54b8,brw_ceee23d97780,lnd_54a37531f7e5,19044.69,0.0985,60,2026-02-14,0.015,285.67
loan_b0cda8a4c43d,off_dadedff57770,brw_736af84ae34e,lnd_5201a46cec3a,21920.97,0.0981,12,2026-05-08,0.025,548.02
loan_2e00c3d20463,off_9456a68a0331,brw_f038449d3663,lnd_2e2adcc3d662,14142.15,0.1604,24,2026-09-03,0.028,395.98
loan_eb9dafc9e750,off_5f4f453a1192,brw_84173dee87cc,lnd_f0806e150f18,30159.0,0.1619,48,2026-01-05,0.032,965.09
loan_822082586bd2,off_2ac4edbcba85,brw_5e9c8f201263,lnd_40648b57da4a,18545.14,0.2036,24,2026-06-27,0.04,741.81
loan_851a241ba4ec,off_75fef450efc4,brw_5e9c8f201263,lnd_abf7ad1fc508,10310.9,0.3434,48,2026-06-05,0.045,463.99
loan_182c3dd81e93,off_75b4e1a9c378,brw_1e40730929b6,lnd_5201a46cec3a,22640.36,0.1093,48,2026-09-01,0.025,566.01
loan_e95e3d63c285,off_f229e5a4c628,brw_c2f5e8b73f67,lnd_5201a46cec3a,12927.22,0.1091,36,2026-05-27,0.025,323.18
loan_4d98941559d6,off_58c6cd82e16b,brw_c2f5e8b73f67,lnd_5201a46cec3a,7120.29,0.1225,36,2026-09-17,0.025,178.01
loan_4a310bbfc2ac,off_6a689cd5c933,brw_d41ad2dc8410,lnd_2e2adcc3d662,11302.82,0.2119,36,2026-09-10,0.028,316.48
loan_d117a521552c,off_b6e0f28d2dcf,brw_2209ce0bc05c,lnd_abf7ad1fc508,12029.53,0.3006,60,2026-09-01,0.045,541.33
loan_4e22f5082772,off_0646e6bb9f5d,brw_2209ce0bc05c,lnd_68d1bb39a009,19020.89,0.1886,24,2026-08-29,0.03,570.63
loan_fdf11ba3bf7f,off_a3a682befaf6,brw_2209ce0bc05c,lnd_f0806e150f18,15445.09,0.1416,12,2026-08-10,0.032,494.24
loan_ad23fdb2850e,off_70e60139c0eb,brw_45ed772eae8f,lnd_abf7ad1fc508,12106.71,0.2999,36,2026-08-07,0.045,544.8
loan_a7a947d87513,off_41625c7202a6,brw_262a5d097048,lnd_2e2adcc3d662,23864.54,0.1558,36,2025-07-27,0.028,668.21
loan_1a10024d388f,off_b26dd2607567,brw_90c171568506,lnd_2e2adcc3d662,14238.12,0.204,36,2026-08-19,0.028,398.67
loan_77c6b24f8baf,off_b71e12f8070a,brw_99a6c6668811,lnd_54a37531f7e5,9715.88,0.0819,24,2026-03-27,0.015,145.74
loan_14b0bab31905,off_0dd75ed85326,brw_999fc1bb0537,lnd_f0806e150f18,7866.52,0.1366,36,2026-05-18,0.032,251.73
loan_32ecb8c85963,off_9a78d195167c,brw_039395e684bf,lnd_68d1bb39a009,26780.06,0.1574,36,2026-06-10,0.03,803.4
loan_0bf5faf941cd,off_985d2fb6449d,brw_f3d9d518f502,lnd_abf7ad1fc508,7551.01,0.3184,24,2026-07-30,0.045,339.8
loan_ce334cdbcb05,off_6e41ad24189b,brw_f3d9d518f502,lnd_54a37531f7e5,18885.2,0.1109,48,2026-07-17,0.015,283.28
loan_99a03b21c5f0,off_0416d8559fb3,brw_c23c64fee8c5,lnd_40648b57da4a,8516.73,0.2118,36,2026-08-05,0.04,340.67
loan_5ec865ab141b,off_011cddcfd6bb,brw_470f49936bf2,lnd_2e2adcc3d662,13443.75,0.1411,36,2026-07-29,0.028,376.43
loan_3dcf8d43ab1e,off_3ac49710d49e,brw_470f49936bf2,lnd_2e2adcc3d662,19194.08,0.1532,36,2026-09-07,0.028,537.43
loan_a52491313e0b,off_2007226415f1,brw_a42e69d77bed,lnd_abf7ad1fc508,12644.26,0.3179,24,2026-06-26,0.045,568.99
loan_2142b6fb898e,off_fcbaf098c7cc,brw_489a28ace651,lnd_40648b57da4a,5145.0,0.2783,60,2026-06-20,0.04,205.8
loan_ac8cc9f42fa4,off_4387cf469942,brw_3eaffab7c0b7,lnd_abf7ad1fc508,11718.23,0.2886,24,2026-07-20,0.045,527.32
loan_073e2476193d,off_1d0d482e9e9d,brw_4bb04d66ebc8,lnd_5201a46cec3a,34772.34,0.1141,48,2026-08-07,0.025,869.31
loan_b1d36e1600e9,off_09bb8fc00a8a,brw_4bb04d66ebc8,lnd_eb741dcfd1a0,945.66,0.1079,36,2026-08-30,0.022,20.8
loan_052ae0461ef2,off_2a90ee882f53,brw_8a5d901511a8,lnd_5201a46cec3a,27375.52,0.1287,48,2026-08-22,0.025,684.39
loan_a5b1b27cdc65,off_2af48d8914c2,brw_836122f76996,lnd_abf7ad1fc508,30979.96,0.3476,60,2025-09-03,0.045,1394.1
loan_873b9c4909d6,off_f4c2f3522ded,brw_6494c69ec38c,lnd_5201a46cec3a,21172.88,0.1049,60,2026-04-13,0.025,529.32
loan_855c5cbbd606,off_59b88aa9ce07,brw_6494c69ec38c,lnd_54a37531f7e5,28689.11,0.1267,48,2026-07-08,0.015,430.34
loan_8fcc081d21bb,off_8c112da39ab9,brw_2986c85fbc56,lnd_f0806e150f18,6940.78,0.1201,36,2026-02-24,0.032,222.1
loan_248adee6f5b1,off_1391d848115e,brw_2986c85fbc56,lnd_2e2adcc3d662,12719.9,0.1724,48,2026-05-14,0.028,356.16
loan_b3a3f0a7d256,off_ae9628913ed0,brw_d188e35f002f,lnd_abf7ad1fc508,17860.94,0.2585,48,2026-01-31,0.045,803.74
loan_bfce3d91859a,off_fe0c85e2194f,brw_d188e35f002f,lnd_40648b57da4a,32819.57,0.2761,48,2025-12-08,0.04,1312.78
loan_1f6c51051d5c,off_52b7a13d8bed,brw_d188e35f002f,lnd_40648b57da4a,7212.22,0.2986,36,2025-09-22,0.04,288.49
loan_f78739afa63a,off_f17b0fcd7da3,brw_8db2769d8d5e,lnd_40648b57da4a,15064.86,0.3511,24,2026-04-21,0.04,602.59
loan_456e50b0cc75,off_1a42ba6fb882,brw_28f1c6fe87b5,lnd_2e2adcc3d662,5522.57,0.1981,24,2025-12-06,0.028,154.63
loan_03940e488ab4,off_9fc145ab3f27,brw_39a6be2d3b3f,lnd_abf7ad1fc508,21444.64,0.359,12,2026-09-19,0.045,965.01
loan_3b3bb58378f8,off_d53517baead8,brw_ec577ed327e7,lnd_2e2adcc3d662,3897.08,0.2039,60,2025-10-09,0.028,109.12
loan_a1918db4c5de,off_edd60afece2b,brw_0f51d57a818b,lnd_f0806e150f18,23780.5,0.1267,24,2026-04-14,0.032,760.98
loan_aaf4d1f658ea,off_d0cfe51155a2,brw_18d801eaf970,lnd_5201a46cec3a,12171.29,0.0963,48,2026-03-28,0.025,304.28
loan_a57b8e5c82f7,off_124f7f81ffe6,brw_18d801eaf970,lnd_eb741dcfd1a0,30262.68,0.1436,60,2025-12-18,0.022,665.78
loan_84db59154b25,off_cf0c4c83267f,brw_f0986c638272,lnd_5201a46cec3a,29498.89,0.1131,36,2026-07-06,0.025,737.47
loan_21b58ae5472c,off_7efe4e5f1da4,brw_83ef690de6db,lnd_54a37531f7e5,5808.83,0.0806,36,2026-09-19,0.015,87.13
loan_fdc713155c66,off_f4ce134f7528,brw_83ef690de6db,lnd_eb741dcfd1a0,30471.03,0.0918,48,2026-07-17,0.022,670.36
loan_fd2157661c50,off_739b4a108ce0,brw_4513918db709,lnd_eb741dcfd1a0,12108.73,0.1351,12,2026-09-11,0.022,266.39
loan_93c977594020,off_f44b8efac0c8,brw_0169e2f392b7,lnd_f0806e150f18,16520.03,0.1441,36,2026-07-31,0.032,528.64
loan_45e4db55d3c0,off_428dc88af368,brw_41af4f706136,lnd_40648b57da4a,6403.49,0.3181,36,2026-09-01,0.04,256.14
loan_31211f534f45,off_b5b904fa4ffa,brw_2a5d58442f74,lnd_abf7ad1fc508,8187.38,0.3358,36,2025-09-25,0.045,368.43
loan_b3f9ecf0c6c5,off_1957993ce16b,brw_9dd84d58b653,lnd_f0806e150f18,19646.44,0.1703,60,2026-08-26,0.032,628.69
loan_8b257fe0134c,off_874c6262f822,brw_744844288c1e,lnd_68d1bb39a009,2456.08,0.1376,24,2025-11-01,0.03,73.68
loan_03aaaddb9d09,off_4757166e9989,brw_54050d1fce76,lnd_eb741dcfd1a0,13884.97,0.1324,48,2026-05-25,0.022,305.47
loan_41c31a6942f1,off_eab6afc88b30,brw_afd87d81dd67,lnd_abf7ad1fc508,11118.38,0.33,36,2025-12-24,0.045,500.33
loan_f0dbbd90a459,off_5c9b1915485c,brw_02dd3ad9bd0f,lnd_40648b57da4a,20262.98,0.3261,60,2025-12-20,0.04,810.52
loan_19146d497091,off_482b4cdad3d9,brw_02dd3ad9bd0f,lnd_68d1bb39a009,9091.75,0.1912,36,2026-02-22,0.03,272.75
loan_35ef35121ba4,off_20e5e71cee8a,brw_017ff13ad2a9,lnd_5201a46cec3a,21143.48,0.1015,36,2026-06-17,0.025,528.59
loan_66eed724c4dc,off_3674b8c56166,brw_017ff13ad2a9,lnd_f0806e150f18,29025.09,0.1783,24,2026-07-15,0.032,928.8
loan_8b09b03233f2,off_e2015ad87c99,brw_7dde81048000,lnd_54a37531f7e5,8534.03,0.0949,24,2026-05-02,0.015,128.01
loan_4fca8107cdde,off_d2dbb7738c72,brw_e060f7e1093a,lnd_eb741dcfd1a0,1005.71,0.119,12,2026-03-08,0.022,22.13
loan_74009a8ff973,off_988e782cde2f,brw_e92d3ff0306e,lnd_f0806e150f18,4004.41,0.1335,36,2025-11-04,0.032,128.14
loan_b5cdf55c7bba,off_0d82cf3bdbf5,brw_95b5dd3b273b,lnd_54a37531f7e5,23547.96,0.1045,36,2025-10-26,0.015,353.22
loan_3228254635a7,off_d5fdff53b1a1,brw_83d1fef4dfea,lnd_abf7ad1fc508,1388.41,0.2465,36,2026-01-10,0.045,62.48
loan_e6efa4997ead,off_7440a1cf6300,brw_01f711fcea09,lnd_5201a46cec3a,12003.05,0.1028,24,2026-04-10,0.025,300.08
loan_42dec088677b,off_7ad3728b867a,brw_b2cdf6028787,lnd_40648b57da4a,36080.74,0.3144,36,2026-06-23,0.04,1443.23
loan_53e2ba234c7a,off_61dd6e110fa8,brw_b7e6e471d3aa,lnd_ebd3fcc47db6,18574.89,0.0609,36,2026-09-11,0.02,371.5
loan_350f0059ed7d,off_b89408e51ae3,brw_b7e6e471d3aa,lnd_ebd3fcc47db6,12487.38,0.0802,36,2025-12-09,0.02,249.75
loan_31ce72a67014,off_c0ff409d1b86,brw_43267584c041,lnd_2e2adcc3d662,20148.31,0.1717,36,2025-06-27,0.028,564.15
loan_5909653146c6,off_46670dd05c41,brw_371d5e51e481,lnd_abf7ad1fc508,11599.47,0.337,24,2026-09-05,0.045,521.98
loan_080d83d92fc3,off_26c0168ecf57,brw_0c8c6596e718,lnd_5201a46cec3a,18798.35,0.1393,36,2025-07-16,0.025,469.96
loan_43dd38b0307e,off_3b76e34bf52d,brw_44764cf9d0c9,lnd_5201a46cec3a,8683.38,0.1228,36,2026-06-14,0.025,217.08
loan_610644dd9c9d,off_3579ff2af180,brw_ccf6af544e5e,lnd_2e2adcc3d662,8441.4,0.1683,24,2026-07-19,0.028,236.36
loan_1b931100b764,off_171fda3ed138,brw_e9b7b4b683b3,lnd_abf7ad1fc508,2002.43,0.2813,12,2026-09-04,0.045,90.11
loan_0536753c980b,off_d4dd01a8ccbf,brw_6186611d5213,lnd_40648b57da4a,16859.3,0.2205,12,2026-09-19,0.04,674.37
loan_f453284312e6,off_08875429b535,brw_aeede01edef5,lnd_eb741dcfd1a0,12782.62,0.1182,60,2026-05-11,0.022,281.22
loan_f6590948912a,off_8263b7604e7f,brw_9345f53ca303,lnd_2e2adcc3d662,22752.19,0.1464,36,2026-01-26,0.028,637.06
loan_0bf1f5f70316,off_e42e5b0d800b,brw_9345f53ca303,lnd_f0806e150f18,28170.81,0.1508,48,2025-10-09,0.032,901.47
loan_f39f3a9f0f16,off_d1f60f055cf1,brw_4d3309cbd0c1,lnd_68d1bb39a009,6799.55,0.1747,60,2025-11-13,0.03,203.99
loan_548d4a234bd2,off_9cb9d78cd193,brw_67d297f73ae6,lnd_2e2adcc3d662,2668.23,0.1789,48,2026-07-22,0.028,74.71
loan_de88655b1318,off_88c1d04e8c77,brw_37378d242875,lnd_68d1bb39a009,6393.87,0.1416,36,2025-12-11,0.03,191.82
loan_c6123f29d067,off_43954ee3ceda,brw_37378d242875,lnd_68d1bb39a009,9039.26,0.1625,60,2025-11-15,0.03,271.18
loan_1c7b51020cad,off_ef3b5b4ea04a,brw_f77a6cec818d,lnd_2e2adcc3d662,12772.49,0.2216,48,2026-08-18,0.028,357.63
loan_3887ac41f694,off_872811ccc295,brw_cfe644b49716,lnd_5201a46cec3a,13177.31,0.146,12,2026-06-27,0.025,329.43
loan_1a135a47c741,off_9f41eb37caa9,brw_bb7338165302,lnd_54a37531f7e5,12457.52,0.1337,12,2026-09-06,0.015,186.86
loan_3ba36dc2ead7,off_da85f2ec3337,brw_eae18ebf1623,lnd_f0806e150f18,27649.49,0.161,24,2026-03-24,0.032,884.78
loan_a63a7438343d,off_6f48bdfe2288,brw_6a270ca47492,lnd_68d1bb39a009,16964.72,0.1552,60,2025-11-16,0.03,508.94
loan_7e3d5e6baad7,off_b164b82ad22c,brw_4f60942ec560,lnd_2e2adcc3d662,17950.13,0.1798,36,2026-09-09,0.028,502.6
loan_80550c620619,off_b48b475597a2,brw_d59a45d2d2fc,lnd_eb741dcfd1a0,16772.74,0.137,24,2026-06-17,0.022,369.0
loan_825dac89bc84,off_081c88035dcb,brw_a1327dcb2603,lnd_2e2adcc3d662,16599.06,0.228,36,2026-03-18,0.028,464.77
loan_23109f9a1e51,off_ca70bb7e25f9,brw_1651dd009b6d,lnd_68d1bb39a009,10893.82,0.176,48,2026-03-27,0.03,326.81
loan_ab1afb0ef6d5,off_83a60616a472,brw_3bf3b6125bef,lnd_40648b57da4a,9692.74,0.2413,36,2026-07-30,0.04,387.71
loan_d0ef0ecfc4c7,off_57e98345d6d5,brw_83f7151a94a0,lnd_68d1bb39a009,18814.47,0.1792,24,2026-08-29,0.03,564.43
loan_2b12d79bc0f5,off_3c25aefcbeaa,brw_d9841ad5e649,lnd_40648b57da4a,8296.64,0.2726,36,2026-07-16,0.04,331.87
loan_5cb620edd324,off_9dbfa8bed923,brw_38fe374724cf,lnd_f0806e150f18,17953.64,0.1394,36,2026-08-11,0.032,574.52
loan_cbb1547a71ea,off_af23d0c9d86a,brw_a8c4839022ae,lnd_ebd3fcc47db6,39786.33,0.0818,48,2026-09-19,0.02,795.73
loan_5b4836c93bdc,off_51e9fb51edcc,brw_4d7ebde27f19,lnd_68d1bb39a009,2705.22,0.1477,48,2026-05-17,0.03,81.16
